User_ID,Money,ResMoney,Times,ExID1,Money1,ExID1,Money2,ExID3,Money3,ExID4,Money4,ExID5,Money5
1092632,36000,0,7,176978,20000,133495,3000,344771,3000,810775,3000,128160,3000,773200,1000,224632,3000
1163831,3900,0,2,584540,3000,429455,900
1198621,74000,0,7,817282,30000,599042,30000,118946,3000,280693,3000,560298,3000,10900,2000,429827,3000
1314748,480000,0,7,7588,300000,47673,30000,170236,30000,366539,30000,247808,30000,2564,30000,358191,30000
1331354,69300,0,6,597934,30000,513492,30000,98125,3000,128778,3000,398399,300,531402,3000
1421852,3900,0,2,645897,3000,620866,900
1471401,36000,0,7,112329,20000,119275,3000,123100,3000,819131,3000,531997,3000,199006,1000,317094,3000
1483073,3900,0,2,105250,3000,401650,900
1485580,3900,0,2,605352,3000,133578,900
1511614,3900,0,2,116108,3000,390325,900
1548041,3900,0,2,792867,3000,244163,900
1591108,3900,0,2,623719,3000,797251,900
1609996,36000,0,7,22700,20000,432963,3000,570333,3000,680088,3000,251458,3000,489476,1000,423092,3000
1613767,4400,0,2,179713,3000,797470,1400
1651801,36000,0,7,819418,20000,389948,3000,295035,3000,203132,3000,819899,3000,534791,1000,224889,3000
1703914,36000,0,7,115737,20000,412494,3000,568319,3000,795766,3000,807897,3000,460380,1000,423736,3000
1712390,36000,0,7,458990,20000,582172,3000,360556,3000,654346,3000,436228,3000,59314,1000,429899,3000
1723555,16200,0,6,335580,3000,296000,3000,611978,3000,328976,3000,754697,3000,560672,1200
1732769,36000,0,7,47212,20000,569232,3000,463277,3000,403611,3000,566123,3000,569485,1000,552853,3000
1732787,36000,0,7,16380,20000,240078,3000,23659,3000,426200,3000,422418,3000,356616,1000,396209,3000
1732880,24000,0,6,450657,10000,231890,3000,576567,3000,430731,3000,431620,2000,505477,3000
1733083,46000,0,2,606545,16000,264567,30000
1733405,36000,0,7,266268,20000,672934,3000,203065,3000,559366,3000,198247,3000,776023,1000,565414,3000
1733414,24000,0,6,289607,10000,70766,3000,59804,3000,773631,3000,43445,2000,568691,3000
1733421,24000,0,6,114134,10000,799313,3000,466725,3000,83186,3000,334963,2000,798707,3000
1733659,36000,0,7,805468,20000,799432,3000,799149,3000,324903,3000,334035,3000,150441,1000,556765,3000
1733700,36000,0,7,57661,20000,676825,3000,562020,3000,81011,3000,806924,3000,489456,1000,150538,3000
1733952,36000,0,7,42784,20000,380069,3000,274913,3000,791317,3000,227637,3000,194358,1000,460583,3000
1734225,36000,0,7,65623,20000,464070,3000,434583,3000,809305,3000,283098,3000,805401,1000,684413,3000
1734362,34500,0,6,177646,15000,174,10000,211647,3000,803134,3000,400370,500,403453,3000
1734523,36000,0,7,30234,20000,208208,3000,294231,3000,660171,3000,813781,3000,459124,1000,627734,3000
1734826,36000,0,7,23751,20000,788303,3000,812277,3000,777864,3000,432010,3000,209150,1000,367387,3000
1734887,36000,0,7,430814,20000,41482,3000,544778,3000,323477,3000,284248,3000,839,1000,231030,3000
1735062,36000,0,7,796726,20000,548736,3000,419991,3000,321054,3000,781955,3000,839,1000,137895,3000
1735291,36000,0,7,98601,20000,555874,3000,289187,3000,332635,3000,187011,3000,839,1000,804176,3000
1735464,36000,0,7,794355,20000,182815,3000,801813,3000,268180,3000,332895,3000,839,1000,679492,3000
1736014,36000,0,7,162770,20000,156240,3000,320415,3000,440752,3000,194497,3000,135,1000,805795,3000
1736151,36000,0,7,369673,20000,479652,3000,294187,3000,458568,3000,172715,3000,3257,1000,798952,3000
1737015,36000,0,7,259674,20000,417997,3000,339684,3000,127347,3000,293029,3000,261010,1000,335596,3000
1737271,36000,0,7,167743,20000,460515,3000,748622,3000,271897,3000,660691,3000,143199,1000,51014,3000
1738713,34500,0,6,41953,20000,549321,3000,435350,3000,96463,3000,130643,3000,552102,2500
1739551,36000,0,7,187317,20000,546133,3000,405959,3000,679284,3000,365343,3000,261010,1000,235846,3000
1740439,36000,0,7,421472,20000,675337,3000,803694,3000,197929,3000,224287,3000,100521,1000,116237,3000
1740887,36000,0,7,29361,20000,275006,3000,576002,3000,459838,3000,190559,3000,24145,1000,536117,3000
1741201,34500,0,6,135,20000,444062,3000,193222,3000,128236,3000,673814,3000,798659,2500
1741224,36000,0,7,462633,20000,279818,3000,596073,3000,808418,3000,48224,3000,24669,1000,784367,3000
1742167,36000,0,7,563952,20000,456155,3000,272607,3000,431092,3000,560839,3000,24669,1000,266259,3000
1742606,3900,0,4,64792,3000,674460,300,438021,300,415189,300
1742903,34500,0,6,41953,20000,180389,3000,677278,3000,406988,3000,11885,3000,683374,2500
1743142,13000,0,1,9739,13000
1745771,36000,0,7,131119,20000,430321,3000,805239,3000,410476,3000,443380,3000,52406,1000,282734,3000
1745815,36000,0,7,796923,20000,675895,3000,628812,3000,438247,3000,553520,3000,220455,1000,330952,3000
1745841,37200,0,4,161604,30000,463937,3000,792902,3000,276809,1200
1746341,36000,0,7,3129,20000,654965,3000,553032,3000,481090,3000,677820,3000,18259,1000,202677,3000
1747461,36000,0,7,527090,20000,404370,3000,205403,3000,428588,3000,240647,3000,37953,1000,232292,3000
1748558,36000,0,7,505525,20000,431874,3000,713322,3000,819127,3000,677733,3000,1005,1000,564303,3000
1748811,42100,0,6,493217,30000,229377,3000,418387,3000,676795,3000,765768,100,190069,3000
1749398,36000,0,7,96008,20000,333785,3000,611335,3000,801338,3000,549036,3000,1005,1000,425477,3000
1751888,36000,0,7,466238,20000,276647,3000,748147,3000,270519,3000,442555,3000,1005,1000,559931,3000
1751985,38300,0,4,176596,30000,268869,3000,338513,3000,795988,2300
1752655,36000,0,7,114526,20000,74125,3000,320401,3000,459580,3000,465774,3000,37953,1000,81126,3000
1753002,36000,0,7,449609,20000,332013,3000,263474,3000,395292,3000,497107,3000,37953,1000,676591,3000
1753898,36000,0,7,100112,20000,648668,3000,98337,3000,383335,3000,327037,3000,24669,1000,220578,3000
1754909,36000,0,5,117607,25000,21966,3000,537209,3000,213154,2000,263435,3000
1754922,36000,0,3,2564,30000,8166,3000,459173,3000
1755794,36000,0,3,21701,30000,37953,3000,163302,3000
1756189,36000,0,3,2564,30000,135,3000,229177,3000
1756730,34500,0,6,135,20000,322837,3000,445338,3000,129910,3000,508477,3000,676350,2500
1756744,36000,0,3,21701,30000,12486,3000,346972,3000
1757098,36000,0,3,2564,30000,224806,3000,274853,3000
1757768,36000,0,3,65955,30000,21701,3000,809624,3000
1758046,36000,0,3,12486,30000,51725,3000,734728,3000
1758302,36000,0,3,4795,30000,142660,3000,559795,3000
1758401,36000,0,3,123,30000,8166,3000,332406,3000
1758469,36000,0,3,41953,30000,261010,3000,466663,3000
1759657,36000,0,3,143199,30000,18259,3000,806608,3000
1759718,36000,0,3,596284,30000,87540,3000,819651,3000
1759774,36000,0,3,3786,30000,52406,3000,678140,3000
1760748,36000,0,3,12486,30000,330,3000,4481,3000
1761050,36000,0,3,37953,30000,87540,3000,190377,3000
1762086,36000,0,3,6721,30000,135,3000,544628,3000
1763537,36000,0,3,6721,30000,8166,3000,270502,3000
1763564,36000,0,3,12393,30000,87540,3000,331654,3000
1763725,36000,0,3,12486,30000,123,3000,801746,3000
1764304,36000,0,3,12486,30000,330,3000,819274,3000
1765572,36000,0,3,123,30000,201,3000,819864,3000
1766029,36000,0,3,21701,30000,135,3000,572349,3000
1766079,36000,0,3,2564,30000,18390,3000,278471,3000
1766368,36000,0,3,7561,30000,52406,3000,325754,3000
1766949,36000,0,3,135,30000,87540,3000,638942,3000
1767364,36000,0,3,21701,30000,201,3000,293153,3000
1767449,36000,0,3,4795,30000,52406,3000,801659,3000
1767615,36000,0,3,21701,30000,87540,3000,503602,3000
1768464,36000,0,3,12486,30000,8166,3000,126722,3000
1769343,44000,0,2,16335,14000,367684,30000
1770190,50900,0,6,351286,30000,21701,10000,802863,3000,201679,3000,595307,3000,548669,1900
1770793,36000,0,3,3257,30000,201,3000,134382,3000
1771389,41000,0,5,558010,30000,819066,3000,530751,3000,475641,2000,803926,3000
1771605,51000,0,6,55591,30000,21701,10000,802103,3000,288220,3000,658515,2000,802771,3000
1771724,24000,0,6,133908,10000,432324,3000,736405,3000,341839,3000,348682,2000,379468,3000
1772171,24000,0,6,786332,10000,431849,3000,808511,3000,653340,3000,601096,2000,64338,3000
1772251,51000,0,6,143940,30000,201,10000,430845,3000,45997,3000,839,2000,158086,3000
1773619,3900,0,4,558683,3000,656288,300,657321,300,113998,300
1774991,24000,0,6,20018,10000,405960,3000,216879,3000,674802,3000,170845,2000,801697,3000
1775194,37000,0,4,350063,30000,678405,3000,782785,1000,128734,3000
1776498,37000,0,4,526068,30000,518401,3000,225541,1000,372425,3000
1776626,36000,0,3,12486,30000,126735,3000,466419,3000
1776981,51000,0,6,216160,30000,12486,10000,803406,3000,481452,3000,839,2000,329200,3000
1778044,38000,0,4,478071,30000,166348,3000,411722,2000,436616,3000
1779017,41800,0,5,819850,30000,154139,3000,327488,3000,151538,3000,270872,2800
1780140,35400,0,7,586473,20000,323083,3000,459802,3000,72765,3000,230686,3000,800167,3000,438799,400
1780529,36000,0,3,21701,30000,52406,3000,708215,3000
1780751,36000,0,3,12393,30000,15491,3000,76789,3000
1780773,36000,0,3,21701,30000,87540,3000,536196,3000
1781124,36000,0,3,4795,30000,77582,3000,805129,3000
1781169,35800,0,7,378692,20000,329575,3000,188754,3000,654193,3000,216587,3000,558265,1800,670876,2000
1781297,36000,0,3,65955,30000,8166,3000,435112,3000
1781798,36000,0,3,6721,30000,149376,3000,671614,3000
1782725,49600,0,6,115201,30000,10900,10000,799813,3000,156705,3000,800708,1800,87201,1800
1783565,36000,0,3,143199,30000,15491,3000,135488,3000
1783679,36000,0,3,12486,30000,11808,3000,812917,3000
1783852,36000,0,3,41953,30000,135,3000,443290,3000
1783940,36000,0,3,41953,30000,24669,3000,500758,3000
1784681,3900,0,4,137564,3000,435245,300,526365,300,129990,300
1784761,36000,0,3,143199,30000,201,3000,64870,3000
1785008,36000,0,3,3786,30000,11808,3000,444306,3000
1787513,36000,0,3,126735,30000,201,3000,351375,3000
1787681,36000,0,3,135,30000,135,3000,659420,3000
1788281,36000,0,3,123,30000,12486,3000,805913,3000
1788485,36000,0,3,51355,30000,12486,3000,284844,3000
1788741,36000,0,3,12393,30000,11808,3000,745123,3000
1789448,36000,0,3,15808,30000,261010,3000,283699,3000
1792723,37500,0,4,482310,30000,818234,3000,819470,3000,342446,1500
1793267,36000,0,3,123,30000,12486,3000,798574,3000
1794329,36000,0,3,41953,30000,142660,3000,800640,3000
1794565,36000,0,3,41953,30000,149376,3000,789012,3000
1794772,51000,0,6,62810,30000,25615,10000,193701,3000,316200,3000,261010,2000,454972,3000
1794830,36000,0,3,839,30000,12486,3000,803371,3000
1795571,36000,0,3,3630,30000,65955,3000,126103,3000
1796025,36000,0,3,126735,30000,135,3000,805225,3000
1796110,36000,0,3,382,30000,262520,3000,163470,3000
1796196,36000,0,3,21701,30000,201,3000,336112,3000
1796298,36000,0,3,143199,30000,52406,3000,612512,3000
1797578,36000,0,3,143199,30000,12486,3000,173883,3000
1797657,36000,0,3,123,30000,77582,3000,800375,3000
1798345,24000,0,6,277411,10000,336133,3000,672076,3000,232859,3000,735867,2000,161423,3000
1798414,36000,0,3,10900,30000,15491,3000,116360,3000
1799067,4500,0,2,431216,3000,793781,1500
1799514,38000,0,4,47325,30000,190231,3000,287523,2000,109292,3000
1799580,36000,0,3,8166,30000,87540,3000,680744,3000
1799618,36000,0,3,4795,30000,8166,3000,555339,3000
1801292,36000,0,3,46513,30000,7561,3000,546134,3000
1801933,24000,0,6,51090,10000,236881,3000,209278,3000,412060,3000,751696,2000,633436,3000
1804185,36000,0,3,3786,30000,52406,3000,195067,3000
1804388,12000,0,1,2721,12000
1805076,44200,0,6,474182,30000,529420,3000,483565,3000,437385,3000,790409,3000,452548,2200
1806046,3900,0,4,532227,3000,103712,300,42672,300,334905,300
