User_ID,Money,ResMoney,Times,ExID1,Money1,ExID1,Money2,ExID3,Money3,ExID4,Money4,ExID5,Money5
41953,3000,0,1,443600,3000
41953,3000,0,1,507599,3000
41953,30000,0,1,185198,30000
126735,30000,0,1,76,30000
25070,3000,0,1,365702,3000
25070,3000,0,1,37679,3000
135,3000,0,1,335745,3000
41953,20000,0,1,305453,20000
8166,3000,0,1,12677,3000
135,20000,0,1,254175,20000
41953,20000,0,1,225568,20000
135,20000,0,1,32257,20000
7561,30000,0,1,58887,30000
41953,20000,0,1,160952,20000
135,10000,0,1,110602,10000
6721,30000,0,1,76748,30000
11808,10000,0,1,119165,10000
135,20000,0,1,491554,20000
143199,10000,0,1,39119,10000
2564,30000,0,1,144035,30000
2564,20000,0,1,495840,20000
15491,20000,0,1,278734,20000
2564,30000,0,1,125221,30000
21701,30000,0,1,87965,30000
2564,30000,0,1,18799,30000
482442,20000,0,1,456621,20000
21701,30000,0,1,515,30000
123,10000,0,1,6156,10000
2564,30000,0,1,56414,30000
143199,10000,0,1,27528,10000
65955,30000,0,1,127019,30000
3786,20000,0,1,149403,20000
12486,30000,0,1,120363,30000
12393,20000,0,1,514391,20000
4795,30000,0,1,6674,30000
123,30000,0,1,49449,30000
15491,10000,0,1,30672,10000
41953,30000,0,1,107101,30000
143199,30000,0,1,133908,30000
123,10000,0,1,28623,10000
596284,30000,0,1,89358,30000
3786,30000,0,1,118747,30000
12486,30000,0,1,2310,30000
12393,10000,0,1,241790,10000
37953,30000,0,1,123310,30000
6721,30000,0,1,65831,30000
6721,30000,0,1,76899,30000
12393,30000,0,1,17065,30000
12486,30000,0,1,124617,30000
12486,30000,0,1,40886,30000
123,30000,0,1,433029,30000
21701,30000,0,1,173608,30000
2564,30000,0,1,329712,30000
7561,30000,0,1,114917,30000
135,30000,0,1,399839,30000
15808,20000,0,1,290129,20000
15491,20000,0,1,518443,20000
21701,30000,0,1,201860,30000
4795,30000,0,1,165229,30000
21701,30000,0,1,437505,30000
12486,30000,0,1,450116,30000
3257,30000,0,1,345417,30000
123,20000,0,1,492003,20000
12486,30000,0,1,476455,30000
21701,30000,0,1,474293,30000
135,20000,0,1,87811,20000
21701,20000,0,1,377563,20000
12393,30000,0,1,477594,30000
21701,30000,0,1,190898,30000
4795,30000,0,1,366973,30000
65955,30000,0,1,484961,30000
6721,30000,0,1,361890,30000
9739,13000,0,1,23722,13000
135,10000,0,1,29089,10000
143199,30000,0,1,132921,30000
12486,30000,0,1,144358,30000
41953,30000,0,1,482713,30000
11808,3000,0,1,336345,3000
41953,30000,0,1,471951,30000
143199,30000,0,1,365949,30000
3786,30000,0,1,141010,30000
126735,30000,0,1,389490,30000
135,30000,0,1,154774,30000
123,30000,0,1,342008,30000
51355,30000,0,1,354759,30000
10900,10000,0,1,109870,10000
12393,30000,0,1,493073,30000
15808,30000,0,1,182848,30000
123,30000,0,1,148078,30000
41953,30000,0,1,176120,30000
21701,10000,0,1,10900,10000
41953,30000,0,1,365515,30000
839,30000,0,1,114379,30000
3630,30000,0,1,141462,30000
126735,30000,0,1,216707,30000
50565,10000,0,1,1716,10000
382,30000,0,1,482250,30000
21701,30000,0,1,246223,30000
9723,3000,0,1,296165,3000
143199,30000,0,1,69975,30000
1739,10000,0,1,53568,10000
143199,30000,0,1,238879,30000
123,30000,0,1,211186,30000
10900,30000,0,1,140627,30000
8166,30000,0,1,149733,30000
8166,20000,0,1,246234,20000
4795,30000,0,1,209337,30000
149376,3000,0,1,187611,3000
46513,30000,0,1,251285,30000
3786,30000,0,1,340403,30000
29615,30000,0,1,228872,30000
24669,10000,0,1,305,10000
12486,30000,0,1,488920,30000
2564,30000,0,1,485771,30000
94448,3000,0,1,559637,3000
