User_ID,Money,ResMoney,Times,ExID1,Money1,ExID1,Money2,ExID3,Money3,ExID4,Money4,ExID5,Money5
41953,3000,0,1,1852055,3000
41953,3000,0,1,1854760,3000
41953,30000,0,1,1900548,30000
126735,30000,0,1,2335276,30000
25070,3000,0,1,1857044,3000
25070,3000,0,1,1860991,3000
135,3000,0,1,1894930,3000
41953,20000,0,1,2321891,20000
8166,3000,0,1,1896627,3000
135,20000,0,1,2321984,20000
41953,20000,0,1,2322502,20000
135,20000,0,1,2322880,20000
7561,30000,0,1,2335319,30000
41953,20000,0,1,2323886,20000
135,10000,0,1,2326516,10000
6721,30000,0,1,2341563,30000
11808,10000,0,1,2354469,10000
135,20000,0,1,2325602,20000
143199,10000,0,1,2338265,10000
2564,30000,0,1,2341820,30000
2564,20000,0,1,2326784,20000
15491,20000,0,1,2327012,20000
2564,30000,0,1,2349103,30000
21701,30000,0,1,2350727,30000
2564,30000,0,1,2353408,30000
482442,20000,0,1,2327425,20000
21701,30000,0,1,2357162,30000
123,10000,0,1,2335593,10000
2564,30000,0,1,2357619,30000
143199,10000,0,1,2331626,10000
65955,30000,0,1,2360374,30000
3786,20000,0,1,2329113,20000
12486,30000,0,1,2361083,30000
12393,20000,0,1,2329137,20000
4795,30000,0,1,2325099,30000
123,30000,0,1,1944929,30000
15491,10000,0,1,1936478,10000
41953,30000,0,1,2333614,30000
143199,30000,0,1,2334716,30000
123,10000,0,1,2338084,10000
596284,30000,0,1,2338838,30000
3786,30000,0,1,2343889,30000
12486,30000,0,1,2345161,30000
12393,10000,0,1,2338555,10000
37953,30000,0,1,2358632,30000
6721,30000,0,1,2361312,30000
6721,30000,0,1,2339349,30000
12393,30000,0,1,1870271,30000
12486,30000,0,1,2336724,30000
12486,30000,0,1,1866078,30000
123,30000,0,1,1923167,30000
21701,30000,0,1,2333362,30000
2564,30000,0,1,2333889,30000
7561,30000,0,1,2334460,30000
135,30000,0,1,2336232,30000
15808,20000,0,1,2330331,20000
15491,20000,0,1,2331479,20000
21701,30000,0,1,2340469,30000
4795,30000,0,1,2342799,30000
21701,30000,0,1,2344102,30000
12486,30000,0,1,2346995,30000
3257,30000,0,1,2348174,30000
123,20000,0,1,2331832,20000
12486,30000,0,1,2348293,30000
21701,30000,0,1,2349985,30000
135,20000,0,1,2332968,20000
21701,20000,0,1,2335157,20000
12393,30000,0,1,2360410,30000
21701,30000,0,1,2362797,30000
4795,30000,0,1,2364750,30000
65955,30000,0,1,2332814,30000
6721,30000,0,1,1734362,30000
9739,13000,0,1,1743142,13000
135,10000,0,1,2338839,10000
143199,30000,0,1,1738713,30000
12486,30000,0,1,1741201,30000
41953,30000,0,1,1742903,30000
11808,3000,0,1,1903390,3000
41953,30000,0,1,1756730,30000
143199,30000,0,1,1810035,30000
3786,30000,0,1,1814457,30000
126735,30000,0,1,1824366,30000
135,30000,0,1,1824437,30000
123,30000,0,1,1883598,30000
51355,30000,0,1,1895883,30000
10900,10000,0,1,2339063,10000
12393,30000,0,1,1898201,30000
