User_ID,Money,ResMoney,Times,ExID1,Money1,ExID1,Money2,ExID3,Money3,ExID4,Money4,ExID5,Money5
41953,3000,0,1,1852055,3000
41953,3000,0,1,1854760,3000
41953,30000,0,1,1900548,30000
126735,30000,0,1,2335276,30000
25070,3000,0,1,1857044,3000
25070,3000,0,1,1860991,3000
135,3000,0,1,1894930,3000
41953,20000,0,1,1738713,20000
8166,3000,0,1,1896627,3000
135,20000,0,1,1741201,20000
41953,20000,0,1,1742903,20000
135,20000,0,1,1756730,20000
7561,30000,0,1,2335319,30000
41953,20000,0,1,1810035,20000
135,10000,0,1,2326516,10000
6721,30000,0,1,2325099,30000
11808,10000,0,1,2335593,10000
135,20000,0,1,1814457,20000
143199,10000,0,1,2331626,10000
2564,30000,0,1,1314748,30000
2564,20000,0,1,1824366,20000
15491,20000,0,1,1824437,20000
2564,30000,0,1,1754922,30000
21701,30000,0,1,1755794,30000
2564,30000,0,1,1756189,30000
482442,20000,0,1,1883598,20000
21701,30000,0,1,1756744,30000
123,10000,0,1,1936478,10000
2564,30000,0,1,1757098,30000
143199,10000,0,1,1870271,10000
65955,30000,0,1,1757768,30000
3786,20000,0,1,1895883,20000
12486,30000,0,1,1758046,30000
12393,20000,0,1,1898201,20000
4795,30000,0,1,1758302,30000
123,30000,0,1,1758401,30000
15491,10000,0,1,2329587,10000
41953,30000,0,1,1758469,30000
143199,30000,0,1,1759657,30000
123,10000,0,1,2332323,10000
596284,30000,0,1,1759718,30000
3786,30000,0,1,1759774,30000
12486,30000,0,1,1760748,30000
12393,10000,0,1,2327648,10000
37953,30000,0,1,1761050,30000
6721,30000,0,1,1762086,30000
6721,30000,0,1,1763537,30000
12393,30000,0,1,1763564,30000
12486,30000,0,1,1763725,30000
12486,30000,0,1,1764304,30000
123,30000,0,1,1765572,30000
21701,30000,0,1,1766029,30000
2564,30000,0,1,1766079,30000
7561,30000,0,1,1766368,30000
135,30000,0,1,1766949,30000
15808,20000,0,1,1901346,20000
15491,20000,0,1,1903139,20000
21701,30000,0,1,1767364,30000
4795,30000,0,1,1767449,30000
21701,30000,0,1,1767615,30000
12486,30000,0,1,1768464,30000
3257,30000,0,1,1770793,30000
123,20000,0,1,1919706,20000
12486,30000,0,1,1776626,30000
21701,30000,0,1,1780529,30000
135,20000,0,1,1923322,20000
21701,20000,0,1,1929165,20000
12393,30000,0,1,1780751,30000
21701,30000,0,1,1780773,30000
4795,30000,0,1,1781124,30000
65955,30000,0,1,1781297,30000
6721,30000,0,1,1781798,30000
9739,13000,0,1,1743142,13000
135,10000,0,1,2325798,10000
143199,30000,0,1,1783565,30000
12486,30000,0,1,1783679,30000
41953,30000,0,1,1783852,30000
11808,3000,0,1,1903390,3000
41953,30000,0,1,1783940,30000
143199,30000,0,1,1784761,30000
3786,30000,0,1,1785008,30000
126735,30000,0,1,1787513,30000
135,30000,0,1,1787681,30000
123,30000,0,1,1788281,30000
51355,30000,0,1,1788485,30000
10900,10000,0,1,2334719,10000
12393,30000,0,1,1788741,30000
